Año;Provincia;Área de salud;Ratio de Medicina de familia;Ratio de Pediatría;Ratio de Enfermería;Ratio de Auxiliar administrativo;
2012;HUELVA;Huelva-Costa;1454;1271;1691;3025
2012;HUELVA;A.G.S. Norte de Huelva;1070;514;971;2056
2012;JAÉN;Jaén;1405;905;1675;2668
2012;JAÉN;Jaen Nordeste;1220;773;1354;2160
2012;JAÉN;Jaén Norte;1315;1038;1465;2461
2012;JAÉN;Jaén Sur;1273;1033;1322;2266
2012;JAÉN;A.G.S. Norte de Jaén;;;;
2012;MÁLAGA;A.G.S. Este de Málaga - Axarquia;1383;874;1751;2067
2012;MÁLAGA;Costa del Sol;1702;1425;2191;3723
2012;MÁLAGA;A.G.S. Norte de Málaga;1373;1319;1417;1999
2012;MÁLAGA;Málaga;1506;1213;1924;2595
2012;MÁLAGA;A.G.S. Serranía de Málaga;1166;1029;1196;1719
2012;MÁLAGA;Valle del Guadalhorce;1600;1384;1654;1718
2012;SEVILLA;Aljarafe;1620;1277;2006;3283
2012;SEVILLA;Sevilla;1448;948;1577;2472
2012;SEVILLA;A.G.S. de Osuna;1447;982;1542;3981
2012;SEVILLA;Sevilla Norte;1388;1197;1706;2209
2012;SEVILLA;A.G.S. Sur de Sevilla;1523;1122;1722;2920
2013;ALMERÍA;Almería;1448;1034;1550;2730
2013;ALMERÍA;A.G.S. Norte de Almería;1288;1108;1449;3293
2013;ALMERÍA;Poniente de Almería;1566;1254;1956;3397
2013;CÁDIZ;Bahía de Cádiz-La Janda;1498;1028;1797;3065
2013;CÁDIZ;A.G.S. Campo de Gibraltar;1575;1013;1705;3573
2013;CÁDIZ;Jerez-Costa Noroeste;;;;
2013;CÁDIZ;Sierra de Cádiz;;;;
2013;CÁDIZ;A.G.S. Norte de Cádiz;1536;1101;1714;3067
2013;CÓRDOBA;Córdoba;1477;1108;1859;2756
2013;CÓRDOBA;A.G.S. Norte de Córdoba;1188;1053;1067;2384
2013;CÓRDOBA;A.G.S. Sur de Córdoba;1460;1058;1565;3041
2013;CÓRDOBA;Guadalquivir;1373;945;1164;2439
2013;GRANADA;Granada;1469;996;1934;2262
2013;GRANADA;A.G.S. Nordeste de Granada;1078;869;1092;2208
2013;GRANADA;A.G.S. Sur de Granada;1208;992;1144;2654
2013;GRANADA;Metropolitano de Granada;1437;1177;1634;3971
2013;HUELVA;Condado-Campiña;1590;1156;1568;2861
2013;HUELVA;Huelva-Costa;1474;1258;1749;3227
2013;HUELVA;A.G.S. Norte de Huelva;1096;517;929;2103
2013;JAÉN;Jaén;1421;876;1511;2615
2013;JAÉN;Jaen Nordeste;;;;
2013;JAÉN;Jaén Norte;;;;
2013;JAÉN;Jaén Sur;1281;1013;1256;2512
2013;JAÉN;A.G.S. Norte de Jaén;1278;884;1226;2512
2013;MÁLAGA;A.G.S. Este de Málaga - Axarquia;1407;877;1327;2439
2013;MÁLAGA;Costa del Sol;1764;1436;2413;4056
2013;MÁLAGA;A.G.S. Norte de Málaga;1386;1194;1294;2501
2013;MÁLAGA;Málaga;1532;1203;1877;2686
2013;MÁLAGA;A.G.S. Serranía de Málaga;1181;989;1203;1976
2013;MÁLAGA;Valle del Guadalhorce;1626;1372;1488;2160
2013;SEVILLA;Aljarafe;1644;1280;2066;3418
2013;SEVILLA;Sevilla;1457;956;1728;2417
2013;SEVILLA;A.G.S. de Osuna;1463;971;1796;3920
2013;SEVILLA;Sevilla Norte;1406;1195;1464;2368
2013;SEVILLA;A.G.S. Sur de Sevilla;1535;1123;1810;3285
2014;ALMERÍA;Almería;1440;1034;1550;2741
2014;ALMERÍA;A.G.S. Norte de Almería;1266;1108;1440;3272
2014;ALMERÍA;Poniente de Almería;1569;1253;1946;3381
2014;CÁDIZ;Bahía de Cádiz-La Janda;1498;1028;1793;3112
2014;CÁDIZ;A.G.S. Campo de Gibraltar;1562;1013;1694;3550
2014;CÁDIZ;Jerez-Costa Noroeste;;;;
2014;CÁDIZ;Sierra de Cádiz;;;;
2014;CÁDIZ;A.G.S. Norte de Cádiz;1527;1119;1705;3051
2014;CÓRDOBA;Córdoba;1452;1080;1840;2729
2014;CÓRDOBA;A.G.S. Norte de Córdoba;1161;1053;1044;2333
2014;CÓRDOBA;A.G.S. Sur de Córdoba;1440;1058;1556;3006
2014;CÓRDOBA;Guadalquivir;1353;944;1160;2408
2014;GRANADA;Granada;1441;996;1927;2224
2014;GRANADA;A.G.S. Nordeste de Granada;1061;869;1077;2177
2014;GRANADA;A.G.S. Sur de Granada;1199;992;1155;2637
2014;GRANADA;Metropolitano de Granada;1415;1177;1601;3907
2014;HUELVA;Condado-Campiña;1583;1156;1592;2849
2014;HUELVA;Huelva-Costa;1472;1296;1749;3207
2014;HUELVA;A.G.S. Norte de Huelva;1066;517;905;2049
2014;JAÉN;Jaén;1405;876;1485;2622
2014;JAÉN;Jaen Nordeste;;;;
2014;JAÉN;Jaén Norte;;;;
2014;JAÉN;Jaén Sur;1273;1013;1248;2497
2014;JAÉN;A.G.S. Norte de Jaén;1265;884;1231;2488
2014;MÁLAGA;A.G.S. Este de Málaga - Axarquia;1394;877;1316;2419
2014;MÁLAGA;Costa del Sol;1731;1430;2374;4026
2014;MÁLAGA;A.G.S. Norte de Málaga;1365;1193;1322;2467
2014;MÁLAGA;Málaga;1520;1203;1865;2657
2014;MÁLAGA;A.G.S. Serranía de Málaga;1166;989;1190;1955
2014;MÁLAGA;Valle del Guadalhorce;1618;1372;1482;2151
2014;SEVILLA;Aljarafe;1632;1255;2078;3398
2014;SEVILLA;Sevilla;1445;955;1715;2399
2014;SEVILLA;A.G.S. de Osuna;1449;971;1840;3889
2014;SEVILLA;Sevilla Norte;1389;1182;1471;2340
2014;SEVILLA;A.G.S. Sur de Sevilla;1527;1088;1811;3271
2015;ALMERÍA;Almería;1423;1032;1776;2617
2015;ALMERÍA;A.G.S. Norte de Almería;1243;1062;1468;3203
2015;ALMERÍA;Poniente de Almería;1552;1219;2142;2712
2015;CÁDIZ;Bahía de Cádiz-La Janda;1485;1009;1795;3379
2015;CÁDIZ;A.G.S. Campo de Gibraltar;1560;994;1555;3309
2015;CÁDIZ;Jerez-Costa Noroeste;;;;
2015;CÁDIZ;Sierra de Cádiz;;;;
2015;CÁDIZ;A.G.S. Norte de Cádiz;1534;1075;1734;3138
2015;CÓRDOBA;Córdoba;1456;1076;1843;3102
2015;CÓRDOBA;A.G.S. Norte de Córdoba;1134;1020;1006;2278
2015;CÓRDOBA;A.G.S. Sur de Córdoba;1426;1033;1565;3075
2015;CÓRDOBA;Guadalquivir;1342;922;1424;2694
2015;GRANADA;Granada;1425;977;1916;2827
2015;GRANADA;A.G.S. Nordeste de Granada;1060;851;1051;2461
2015;GRANADA;A.G.S. Sur de Granada;1203;976;1165;2589
2015;GRANADA;Metropolitano de Granada;1421;1159;1939;3784
2015;HUELVA;Condado-Campiña;1577;1150;1739;1949
2015;HUELVA;Huelva-Costa;1473;1239;1779;3351
2015;HUELVA;A.G.S. Norte de Huelva;1049;514;1106;2078
2015;JAÉN;Jaén;1374;856;1747;3655
2015;JAÉN;Jaen Nordeste;;;;
2015;JAÉN;Jaén Norte;;;;
2015;JAÉN;Jaén Sur;1249;987;1389;2659
2015;JAÉN;A.G.S. Norte de Jaén;1242;859;1340;2440
2015;MÁLAGA;A.G.S. Este de Málaga - Axarquia;1397;864;1563;2679
